	M	N	n	x	P-value	stat	Network	direction	Name
Lung	19056	303	17938	292	0.108004744240479	1.6652962814132484	hippie.2.3	1	Lung
Minor Salivary Gland	19056	233	17938	223	0.3980590694051006	1.3947727914197008	hippie.2.3	1	Minor Salivary Gland
Muscle - Skeletal	19056	335	17938	320	0.3465873169840798	1.3356037386006736	hippie.2.3	1	Muscle - Skeletal
Nerve - Tibial	19056	284	17938	273	0.1626557867084936	1.5552633610374906	hippie.2.3	1	Nerve - Tibial
Ovary	19056	190	17938	184	0.1209017877800095	1.92076902857572	hippie.2.3	1	Ovary
Pancreas	19056	156	17938	148	0.8639112809500191	1.154300168634064	hippie.2.3	1	Pancreas
Pituitary	19056	384	17938	348	0.0057176761221368	0.5946181542543112	hippie.2.3	-1	Pituitary
Prostate	19056	127	17938	118	0.5663916286737466	0.8159496196533234	hippie.2.3	-1	Prostate
Skin - Not Sun Exposed (Suprapubic)	19056	525	17938	504	0.0726901245926326	1.510152575427326	hippie.2.3	1	Skin - Not Sun Exposed (Suprapubic)
Skin - Sun Exposed (Lower leg)	19056	539	17938	515	0.1918858884899062	1.3473808567219576	hippie.2.3	1	Skin - Sun Exposed (Lower leg)
Small Intestine - Terminal Ileum	19056	334	17938	310	0.2899646526533475	0.8016129642235837	hippie.2.3	-1	Small Intestine - Terminal Ileum
Spleen	19056	661	17938	631	0.1519333599024979	1.3222549642726449	hippie.2.3	1	Spleen
Stomach	19056	147	17938	141	0.4790815133660006	1.4683373602292522	hippie.2.3	1	Stomach
Testis	19056	2478	17938	2170	7.91718639925419e-41	0.3619240348692403	hippie.2.3	-1	Testis
Thyroid	19056	289	17938	273	0.8999971616257851	1.0644140956694028	hippie.2.3	1	Thyroid
Uterus	19056	104	17938	101	0.2904608130135307	2.1045205658649624	hippie.2.3	1	Uterus
Vagina	19056	269	17938	257	0.4310945879030186	1.3396772429915351	hippie.2.3	1	Vagina
Whole Blood	19056	565	17938	542	0.0686495729393138	1.4833245023843562	hippie.2.3	1	Whole Blood
Adipose - Subcutaneous	19056	141	9290	75	0.3106302637393036	1.1961722488038278	hprd	1	Adipose - Subcutaneous
Adipose - Visceral (Omentum)	19056	123	9290	57	0.6511409294168522	0.9073186101237656	hprd	-1	Adipose - Visceral (Omentum)
Adrenal Gland	19056	166	9290	82	0.8763801572632872	1.0264418104339912	hprd	1	Adrenal Gland
Artery - Aorta	19056	261	9290	156	0.0003644208273028	1.57143482748913	hprd	1	Artery - Aorta
Artery - Coronary	19056	124	9290	70	0.0874698817216298	1.3654695910661203	hprd	1	Artery - Coronary
Artery - Tibial	19056	222	9290	137	0.0001104087465983	1.7047409721017217	hprd	1	Artery - Tibial
Bladder	19056	46	9290	23	0.8836677242952921	1.051365058810834	hprd	1	Bladder
Brain - Amygdala	19056	66	9290	31	0.8060295256064116	0.930865721383056	hprd	-1	Brain - Amygdala
Brain - Anterior cingulate cortex (BA24)	19056	231	9290	134	0.0053133122549108	1.4588439556282171	hprd	1	Brain - Anterior cingulate cortex (BA24)
Brain - Caudate (basal ganglia)	19056	184	9290	90	1.0	1.0065679925994448	hprd	1	Brain - Caudate (basal ganglia)
Brain - Cerebellar Hemisphere	19056	943	9290	463	0.8411398375886516	1.0147412295608171	hprd	1	Brain - Cerebellar Hemisphere
Brain - Cerebellum	19056	898	9290	439	0.9454871524839688	1.0057017547098428	hprd	1	Brain - Cerebellum
Brain - Cortex	19056	447	9290	246	0.0073224503738711	1.2943849967323928	hprd	1	Brain - Cortex
Brain - Frontal Cortex (BA9)	19056	595	9290	332	0.0005341165070079	1.3391585744034051	hprd	1	Brain - Frontal Cortex (BA9)
Brain - Hippocampus	19056	53	9290	23	0.4923265699528752	0.8054674292291644	hprd	-1	Brain - Hippocampus
Brain - Hypothalamus	19056	183	9290	87	0.7666189326762063	0.9522370422688252	hprd	-1	Brain - Hypothalamus
Brain - Nucleus accumbens (basal ganglia)	19056	274	9290	133	0.95154435845643	0.9914710832390368	hprd	-1	Brain - Nucleus accumbens (basal ganglia)
Brain - Putamen (basal ganglia)	19056	99	9290	44	0.4207349001421917	0.8402336145360155	hprd	-1	Brain - Putamen (basal ganglia)
Brain - Spinal cord (cervical c-1)	19056	287	9290	144	0.6345610456133379	1.0595116669903462	hprd	1	Brain - Spinal cord (cervical c-1)
Brain - Substantia nigra	19056	72	9290	35	1.0	0.9943930965000656	hprd	-1	Brain - Substantia nigra
Breast - Mammary Tissue	19056	70	9290	40	0.1874474445068883	1.4033873873873874	hprd	1	Breast - Mammary Tissue
Cells - Cultured fibroblasts	19056	413	9290	262	1.3884756454017268e-09	1.8479153890618445	hprd	1	Cells - Cultured fibroblasts
Cells - EBV-transformed lymphocytes	19056	872	9290	552	1.0478996635570678e-18	1.864768825818265	hprd	1	Cells - EBV-transformed lymphocytes
Cervix - Ectocervix	19056	100	9290	63	0.0047970823518489	1.7953391779120618	hprd	1	Cervix - Ectocervix
Cervix - Endocervix	19056	105	9290	61	0.0625696701111032	1.4604212019424936	hprd	1	Cervix - Endocervix
Colon - Sigmoid	19056	133	9290	81	0.0052434634654082	1.6431125069956647	hprd	1	Colon - Sigmoid
Colon - Transverse	19056	239	9290	93	0.002186363872817	0.6662833770988456	hprd	-1	Colon - Transverse
Esophagus - Gastroesophageal Junction	19056	53	9290	35	0.0129427941396527	2.0480220901614743	hprd	1	Esophagus - Gastroesophageal Junction
Esophagus - Mucosa	19056	461	9290	204	0.053107629984761	0.8307285934404578	hprd	-1	Esophagus - Mucosa
Esophagus - Muscularis	19056	95	9290	68	7.254974612353751e-06	2.6597106757592552	hprd	1	Esophagus - Muscularis
Fallopian Tube	19056	108	9290	45	0.1482374046039028	0.7496716371783976	hprd	-1	Fallopian Tube
Heart - Atrial Appendage	19056	147	9290	77	0.4077694194907373	1.1576685118853791	hprd	1	Heart - Atrial Appendage
Heart - Left Ventricle	19056	121	9290	67	0.1456554423513504	1.3065243493520626	hprd	1	Heart - Left Ventricle
Kidney - Cortex	19056	228	9290	106	0.5056782473660859	0.9123707659793224	hprd	-1	Kidney - Cortex
Kidney - Medulla	19056	250	9290	111	0.1810466775170372	0.83753657276815	hprd	-1	Kidney - Medulla
Liver	19056	496	9290	251	0.4128618589216942	1.0791201844162823	hprd	1	Liver
Lung	19056	303	9290	189	1.7942595866450665e-06	1.7582683221623998	hprd	1	Lung
Minor Salivary Gland	19056	233	9290	112	0.8434839712806059	0.9727177278040012	hprd	-1	Minor Salivary Gland
Muscle - Skeletal	19056	335	9290	199	8.65986614162689e-05	1.549989647162352	hprd	1	Muscle - Skeletal
Nerve - Tibial	19056	284	9290	127	0.1881885474274946	0.848290445303773	hprd	-1	Nerve - Tibial
Ovary	19056	190	9290	92	0.9419741834189496	0.9867451220540402	hprd	-1	Ovary
Pancreas	19056	156	9290	75	0.8726319322544329	0.9731516649585016	hprd	-1	Pancreas
Pituitary	19056	384	9290	166	0.030264387392838	0.7968539470455981	hprd	-1	Pituitary
Prostate	19056	127	9290	54	0.1814155961590454	0.7763278890820317	hprd	-1	Prostate
Skin - Not Sun Exposed (Suprapubic)	19056	525	9290	231	0.0299702119216226	0.8215350164792709	hprd	-1	Skin - Not Sun Exposed (Suprapubic)
Skin - Sun Exposed (Lower leg)	19056	539	9290	235	0.016162093539128	0.8077719491993374	hprd	-1	Skin - Sun Exposed (Lower leg)
Small Intestine - Terminal Ileum	19056	334	9290	145	0.053153981712322	0.8034372730928225	hprd	-1	Small Intestine - Terminal Ileum
Spleen	19056	661	9290	401	4.308574867640619e-10	1.6493617868238186	hprd	1	Spleen
Stomach	19056	147	9290	52	0.0011812581634018	0.5730244641697337	hprd	-1	Stomach
Testis	19056	2478	9290	732	5.615967211504559e-96	0.3928881479036515	hprd	-1	Testis
Thyroid	19056	289	9290	107	6.626448268811525e-05	0.6135848252803496	hprd	-1	Thyroid
Uterus	19056	104	9290	51	1.0	1.011632395076654	hprd	1	Uterus
Vagina	19056	269	9290	128	0.712819029212909	0.9536769976514156	hprd	-1	Vagina
Whole Blood	19056	565	9290	361	2.552707405709485e-13	1.8950599390837084	hprd	1	Whole Blood
Adipose - Subcutaneous	19056	141	18401	135	0.4891855311582012	0.7994361108069638	humannet.v3.xc	-1	Adipose - Subcutaneous
Adipose - Visceral (Omentum)	19056	123	18401	120	0.8020638160194983	1.426617799901537	humannet.v3.xc	1	Adipose - Visceral (Omentum)
Adrenal Gland	19056	166	18401	163	0.3862587772552465	1.9423913440801257	humannet.v3.xc	1	Adrenal Gland
Artery - Aorta	19056	261	18401	256	0.2283604703436634	1.8341140810140533	humannet.v3.xc	1	Artery - Aorta
Artery - Coronary	19056	124	18401	120	1.0	1.068322301843444	humannet.v3.xc	1	Artery - Coronary
Artery - Tibial	19056	222	18401	217	0.4559611624764748	1.5513638363396391	humannet.v3.xc	1	Artery - Tibial
Bladder	19056	46	18401	45	1.0	1.6032904772281542	humannet.v3.xc	1	Bladder
Brain - Amygdala	19056	66	18401	65	0.7294121905484621	2.318390052356021	humannet.v3.xc	1	Brain - Amygdala
Brain - Anterior cingulate cortex (BA24)	19056	231	18401	225	0.5878930574177755	1.338990977112676	humannet.v3.xc	1	Brain - Anterior cingulate cortex (BA24)
Brain - Caudate (basal ganglia)	19056	184	18401	178	1.0	1.056558561524813	humannet.v3.xc	1	Brain - Caudate (basal ganglia)
Brain - Cerebellar Hemisphere	19056	943	18401	916	0.3594683975816682	1.2185005136678	humannet.v3.xc	1	Brain - Cerebellar Hemisphere
Brain - Cerebellum	19056	898	18401	869	0.8508826054401621	1.0699528743499571	humannet.v3.xc	1	Brain - Cerebellum
Brain - Cortex	19056	447	18401	436	0.2936389191512978	1.4208638008248362	humannet.v3.xc	1	Brain - Cortex
Brain - Frontal Cortex (BA9)	19056	595	18401	583	0.0516890935571214	1.7532317506641224	humannet.v3.xc	1	Brain - Frontal Cortex (BA9)
Brain - Hippocampus	19056	53	18401	52	1.0	1.8533980053408905	humannet.v3.xc	1	Brain - Hippocampus
Brain - Hypothalamus	19056	183	18401	179	0.5364296635403291	1.5987405334211393	humannet.v3.xc	1	Brain - Hypothalamus
Brain - Nucleus accumbens (basal ganglia)	19056	274	18401	259	0.0661651895671318	0.6091206408701724	humannet.v3.xc	-1	Brain - Nucleus accumbens (basal ganglia)
Brain - Putamen (basal ganglia)	19056	99	18401	96	1.0	1.1397978694345807	humannet.v3.xc	1	Brain - Putamen (basal ganglia)
Brain - Spinal cord (cervical c-1)	19056	287	18401	284	0.0207080573178665	3.4068922374933304	humannet.v3.xc	1	Brain - Spinal cord (cervical c-1)
Brain - Substantia nigra	19056	72	18401	71	0.5213988633030149	2.5332242225859245	humannet.v3.xc	1	Brain - Substantia nigra
Breast - Mammary Tissue	19056	70	18401	64	0.0330352627967326	0.3775244951009798	humannet.v3.xc	-1	Breast - Mammary Tissue
Cells - Cultured fibroblasts	19056	413	18401	407	0.0198053504980915	2.44658404653403	humannet.v3.xc	1	Cells - Cultured fibroblasts
Cells - EBV-transformed lymphocytes	19056	872	18401	862	2.3595207926134816e-05	3.170021095843549	humannet.v3.xc	1	Cells - EBV-transformed lymphocytes
Cervix - Ectocervix	19056	100	18401	97	1.0	1.151733682983683	humannet.v3.xc	1	Cervix - Ectocervix
Cervix - Endocervix	19056	105	18401	104	0.2728865521727218	3.717330709952451	humannet.v3.xc	1	Cervix - Endocervix
Colon - Sigmoid	19056	133	18401	128	0.808600947747549	0.9106331746292344	humannet.v3.xc	-1	Colon - Sigmoid
Colon - Transverse	19056	239	18401	230	0.7198491817765424	0.9085294639199212	humannet.v3.xc	-1	Colon - Transverse
Esophagus - Gastroesophageal Junction	19056	53	18401	53	0.2647940497526782	inf	humannet.v3.xc	1	Esophagus - Gastroesophageal Junction
Esophagus - Mucosa	19056	461	18401	449	0.3663819002230848	1.3401802956030897	humannet.v3.xc	1	Esophagus - Mucosa
Esophagus - Muscularis	19056	95	18401	95	0.0809722570153213	inf	humannet.v3.xc	1	Esophagus - Muscularis
Fallopian Tube	19056	108	18401	104	0.7889247520348348	0.9250696835546812	humannet.v3.xc	-1	Fallopian Tube
Heart - Atrial Appendage	19056	147	18401	146	0.066617632059957	5.230566967953985	humannet.v3.xc	1	Heart - Atrial Appendage
Heart - Left Ventricle	19056	121	18401	121	0.0232460871371968	inf	humannet.v3.xc	1	Heart - Left Ventricle
Kidney - Cortex	19056	228	18401	221	1.0	1.1253182461103253	humannet.v3.xc	1	Kidney - Cortex
Kidney - Medulla	19056	250	18401	239	0.3796365156137752	0.7704197575357139	humannet.v3.xc	-1	Kidney - Medulla
Liver	19056	496	18401	487	0.0446664429103056	1.951310582660365	humannet.v3.xc	1	Liver
Lung	19056	303	18401	294	0.8729144179806784	1.1654424623994404	humannet.v3.xc	1	Lung
Minor Salivary Gland	19056	233	18401	228	0.3642142246273064	1.6309910306498652	humannet.v3.xc	1	Minor Salivary Gland
Muscle - Skeletal	19056	335	18401	331	0.0215141774065555	2.9811981184283343	humannet.v3.xc	1	Muscle - Skeletal
Nerve - Tibial	19056	284	18401	281	0.0204959923119777	3.370345842531273	humannet.v3.xc	1	Nerve - Tibial
Ovary	19056	190	18401	184	1.0	1.092532616054601	humannet.v3.xc	1	Ovary
Pancreas	19056	156	18401	150	0.6603329575328823	0.8889923839789601	humannet.v3.xc	-1	Pancreas
Pituitary	19056	384	18401	367	0.2582600019104318	0.7637403858072008	humannet.v3.xc	-1	Pituitary
Prostate	19056	127	18401	121	0.4553413184598467	0.7159828592268417	humannet.v3.xc	-1	Prostate
Skin - Not Sun Exposed (Suprapubic)	19056	525	18401	511	0.3943873397220344	1.3077976523197317	humannet.v3.xc	1	Skin - Not Sun Exposed (Suprapubic)
Skin - Sun Exposed (Lower leg)	19056	539	18401	522	0.8106909338740204	1.0957186051331993	humannet.v3.xc	1	Skin - Sun Exposed (Lower leg)
Small Intestine - Terminal Ileum	19056	334	18401	324	0.7627507058313856	1.156054655086574	humannet.v3.xc	1	Small Intestine - Terminal Ileum
Spleen	19056	661	18401	644	0.2755509002283172	1.3610937194610908	humannet.v3.xc	1	Spleen
Stomach	19056	147	18401	139	0.1704250846605948	0.6155746906143905	humannet.v3.xc	-1	Stomach
Testis	19056	2478	18401	2322	1.6338118810520165e-14	0.4619331473924421	humannet.v3.xc	-1	Testis
Thyroid	19056	289	18401	277	0.5120966749697023	0.8189463326712279	humannet.v3.xc	-1	Thyroid
Uterus	19056	104	18401	102	0.5885943072055244	1.8199355156019448	humannet.v3.xc	1	Uterus
Vagina	19056	269	18401	261	0.8655214970852905	1.1636369900771777	humannet.v3.xc	1	Vagina
Whole Blood	19056	565	18401	557	0.0046028476948249	2.524511040125532	humannet.v3.xc	1	Whole Blood
Adipose - Subcutaneous	19056	141	13645	76	8.14538430377226e-06	0.4606608955934624	humap_90	-1	Adipose - Subcutaneous
Adipose - Visceral (Omentum)	19056	123	13645	65	1.1902326133726449e-05	0.4417563861662688	humap_90	-1	Adipose - Visceral (Omentum)
Adrenal Gland	19056	166	13645	111	0.1943648281041332	0.7986834504345957	humap_90	-1	Adrenal Gland
Artery - Aorta	19056	261	13645	176	0.1463988988034322	0.8187655313071847	humap_90	-1	Artery - Aorta
Artery - Coronary	19056	124	13645	80	0.0890041411414403	0.719364675133197	humap_90	-1	Artery - Coronary
Artery - Tibial	19056	222	13645	153	0.3696603345208586	0.8779502184869616	humap_90	-1	Artery - Tibial
Bladder	19056	46	13645	29	0.1940435652342406	0.6757880002764913	humap_90	-1	Bladder
Brain - Amygdala	19056	66	13645	28	7.4868765186662e-07	0.2907433819181132	humap_90	-1	Brain - Amygdala
Brain - Anterior cingulate cortex (BA24)	19056	231	13645	124	6.5479400073816515e-09	0.4546033273267544	humap_90	-1	Brain - Anterior cingulate cortex (BA24)
Brain - Caudate (basal ganglia)	19056	184	13645	93	1.6443340490944927e-09	0.4011897193715376	humap_90	-1	Brain - Caudate (basal ganglia)
Brain - Cerebellar Hemisphere	19056	943	13645	611	2.9641004435996605e-06	0.7171394647178556	humap_90	-1	Brain - Cerebellar Hemisphere
Brain - Cerebellum	19056	898	13645	563	3.720104324379154e-09	0.6520952796025985	humap_90	-1	Brain - Cerebellum
Brain - Cortex	19056	447	13645	245	2.3923379705655036e-14	0.4714810846756317	humap_90	-1	Brain - Cortex
Brain - Frontal Cortex (BA9)	19056	595	13645	348	4.091213604715196e-12	0.5471606483944051	humap_90	-1	Brain - Frontal Cortex (BA9)
Brain - Hippocampus	19056	53	13645	20	3.0625206684113e-07	0.2392215735335001	humap_90	-1	Brain - Hippocampus
Brain - Hypothalamus	19056	183	13645	85	1.102377173462562e-12	0.339838811630847	humap_90	-1	Brain - Hypothalamus
Brain - Nucleus accumbens (basal ganglia)	19056	274	13645	143	7.45766269048533e-12	0.426874842403896	humap_90	-1	Brain - Nucleus accumbens (basal ganglia)
Brain - Putamen (basal ganglia)	19056	99	13645	47	4.732949418776371e-07	0.356207643658004	humap_90	-1	Brain - Putamen (basal ganglia)
Brain - Spinal cord (cervical c-1)	19056	287	13645	180	0.0011834475291226	0.662652567577416	humap_90	-1	Brain - Spinal cord (cervical c-1)
Brain - Substantia nigra	19056	72	13645	34	1.706102518633404e-05	0.3532011646926441	humap_90	-1	Brain - Substantia nigra
Breast - Mammary Tissue	19056	70	13645	40	0.0109570428208187	0.5273551390420189	humap_90	-1	Breast - Mammary Tissue
Cells - Cultured fibroblasts	19056	413	13645	337	2.499510497633727e-06	1.7776159571607106	humap_90	1	Cells - Cultured fibroblasts
Cells - EBV-transformed lymphocytes	19056	872	13645	666	0.0012340714278143	1.2965417623838955	humap_90	1	Cells - EBV-transformed lymphocytes
Cervix - Ectocervix	19056	100	13645	52	3.1319496536344304e-05	0.4274197503617057	humap_90	-1	Cervix - Ectocervix
Cervix - Endocervix	19056	105	13645	59	0.0007122731290401	0.5064916570126536	humap_90	-1	Cervix - Endocervix
Colon - Sigmoid	19056	133	13645	77	0.0006834121225125	0.5426831515330188	humap_90	-1	Colon - Sigmoid
Colon - Transverse	19056	239	13645	110	8.649135379505853e-17	0.3327691915590645	humap_90	-1	Colon - Transverse
Esophagus - Gastroesophageal Junction	19056	53	13645	32	0.091756137196137	0.6033448419403021	humap_90	-1	Esophagus - Gastroesophageal Junction
Esophagus - Mucosa	19056	461	13645	295	0.0003650700445154	0.6981972835160868	humap_90	-1	Esophagus - Mucosa
Esophagus - Muscularis	19056	95	13645	64	0.3624669873882059	0.8178408640154295	humap_90	-1	Esophagus - Muscularis
Fallopian Tube	19056	108	13645	51	1.3403113672926885e-07	0.3523923093005428	humap_90	-1	Fallopian Tube
Heart - Atrial Appendage	19056	147	13645	79	5.069805064712054e-06	0.4575636756250488	humap_90	-1	Heart - Atrial Appendage
Heart - Left Ventricle	19056	121	13645	74	0.0147601717794683	0.6223157327028692	humap_90	-1	Heart - Left Ventricle
Kidney - Cortex	19056	228	13645	120	1.2162945880309875e-09	0.4356541384267817	humap_90	-1	Kidney - Cortex
Kidney - Medulla	19056	250	13645	118	4.659981051441942e-16	0.3488656805356739	humap_90	-1	Kidney - Medulla
Liver	19056	496	13645	345	0.3129949724051763	0.9036000597520292	humap_90	-1	Liver
Lung	19056	303	13645	178	1.2824955326420837e-06	0.5589414123412787	humap_90	-1	Lung
Minor Salivary Gland	19056	233	13645	141	0.0002441423606583	0.6036689612095612	humap_90	-1	Minor Salivary Gland
Muscle - Skeletal	19056	335	13645	231	0.2719822279057663	0.878758272069365	humap_90	-1	Muscle - Skeletal
Nerve - Tibial	19056	284	13645	176	0.0004230823827906	0.6416160016278808	humap_90	-1	Nerve - Tibial
Ovary	19056	190	13645	122	0.0286753551139683	0.7088642008604078	humap_90	-1	Ovary
Pancreas	19056	156	13645	83	1.064557372573976e-06	0.4475175399433954	humap_90	-1	Pancreas
Pituitary	19056	384	13645	203	4.623034843463927e-15	0.4363703770074993	humap_90	-1	Pituitary
Prostate	19056	127	13645	71	0.0001555553936218	0.5001749668483866	humap_90	-1	Prostate
Skin - Not Sun Exposed (Suprapubic)	19056	525	13645	328	4.673788222024352e-06	0.6518868863088247	humap_90	-1	Skin - Not Sun Exposed (Suprapubic)
Skin - Sun Exposed (Lower leg)	19056	539	13645	343	4.55892373245497e-05	0.6860810404450458	humap_90	-1	Skin - Sun Exposed (Lower leg)
Small Intestine - Terminal Ileum	19056	334	13645	154	8.207116815613309e-23	0.3317330895494115	humap_90	-1	Small Intestine - Terminal Ileum
Spleen	19056	661	13645	360	1.8050445546035147e-21	0.460039737070135	humap_90	-1	Spleen
Stomach	19056	147	13645	81	1.988100021853944e-05	0.483616390981475	humap_90	-1	Stomach
Testis	19056	2478	13645	1353	1.2399917039227125e-83	0.4193483024189174	humap_90	-1	Testis
