	M	N	n	x	P-value	stat	Network	direction	Name
Testis	19056	2478	4656	325	6.044703467559992e-50	0.4268554839043167	reactome.v86	-1	Testis
Thyroid	19056	289	4656	57	0.0625195360418647	0.7568886789481971	reactome.v86	-1	Thyroid
Uterus	19056	104	4656	30	0.3032367316326956	1.2554772671504189	reactome.v86	1	Uterus
Vagina	19056	269	4656	58	0.2844475055265952	0.848258773132353	reactome.v86	-1	Vagina
Whole Blood	19056	565	4656	225	2.451374527825742e-16	2.099844677207376	reactome.v86	1	Whole Blood
Adipose - Subcutaneous	19056	141	13462	106	0.2654977518249373	1.260544217687075	reactomeFI.22	1	Adipose - Subcutaneous
Adipose - Visceral (Omentum)	19056	123	13462	90	0.6194960906729345	1.134188127158513	reactomeFI.22	1	Adipose - Visceral (Omentum)
Adrenal Gland	19056	166	13462	112	0.3919351180855692	0.8607019004022749	reactomeFI.22	-1	Adrenal Gland
Artery - Aorta	19056	261	13462	190	0.4937389225189321	1.1136120520591906	reactomeFI.22	1	Artery - Aorta
Artery - Coronary	19056	124	13462	91	0.5533805943533455	1.1468759844348806	reactomeFI.22	1	Artery - Coronary
Artery - Tibial	19056	222	13462	170	0.0538068691571019	1.3630813213268826	reactomeFI.22	1	Artery - Tibial
Bladder	19056	46	13462	42	0.0010311602074262	4.373695976154993	reactomeFI.22	1	Bladder
Brain - Amygdala	19056	66	13462	42	0.2234094693386525	0.7263412816691506	reactomeFI.22	-1	Brain - Amygdala
Brain - Anterior cingulate cortex (BA24)	19056	231	13462	162	0.8844453862275468	0.9753187316116376	reactomeFI.22	-1	Brain - Anterior cingulate cortex (BA24)
Brain - Caudate (basal ganglia)	19056	184	13462	122	0.1938516104682469	0.8160081249697732	reactomeFI.22	-1	Brain - Caudate (basal ganglia)
Brain - Cerebellar Hemisphere	19056	943	13462	631	0.0113438827140329	0.8325544704431774	reactomeFI.22	-1	Brain - Cerebellar Hemisphere
Brain - Cerebellum	19056	898	13462	595	0.0034077021381864	0.8074856214929024	reactomeFI.22	-1	Brain - Cerebellum
Brain - Cortex	19056	447	13462	324	0.400878998644353	1.0969260644045016	reactomeFI.22	1	Brain - Cortex
Brain - Frontal Cortex (BA9)	19056	595	13462	425	0.7144788200684306	1.040116591240316	reactomeFI.22	1	Brain - Frontal Cortex (BA9)
Brain - Hippocampus	19056	53	13462	33	0.177270292120334	0.6848685680244248	reactomeFI.22	-1	Brain - Hippocampus
Brain - Hypothalamus	19056	183	13462	125	0.5140711597922759	0.8945815762734214	reactomeFI.22	-1	Brain - Hypothalamus
Brain - Nucleus accumbens (basal ganglia)	19056	274	13462	170	0.0020744775524837	0.675145836709183	reactomeFI.22	-1	Brain - Nucleus accumbens (basal ganglia)
Brain - Putamen (basal ganglia)	19056	99	13462	66	0.3777872994832701	0.830247835174679	reactomeFI.22	-1	Brain - Putamen (basal ganglia)
Brain - Spinal cord (cervical c-1)	19056	287	13462	193	0.2145774696005093	0.8510477949724442	reactomeFI.22	-1	Brain - Spinal cord (cervical c-1)
Brain - Substantia nigra	19056	72	13462	46	0.2425748563343144	0.7342782441172423	reactomeFI.22	-1	Brain - Substantia nigra
Breast - Mammary Tissue	19056	70	13462	50	1.0	1.0389949299135104	reactomeFI.22	1	Breast - Mammary Tissue
Cells - Cultured fibroblasts	19056	413	13462	352	3.485430446376345e-12	2.435402833527154	reactomeFI.22	1	Cells - Cultured fibroblasts
Cells - EBV-transformed lymphocytes	19056	872	13462	736	5.201163642287138e-22	2.321028741529615	reactomeFI.22	1	Cells - EBV-transformed lymphocytes
Cervix - Ectocervix	19056	100	13462	81	0.020887906463718	1.7761830403675285	reactomeFI.22	1	Cervix - Ectocervix
Cervix - Endocervix	19056	105	13462	86	0.0097899407098746	1.8865288970032736	reactomeFI.22	1	Cervix - Endocervix
Colon - Sigmoid	19056	133	13462	100	0.2930398493732782	1.2611521592213106	reactomeFI.22	1	Colon - Sigmoid
Colon - Transverse	19056	239	13462	167	0.7754560003988777	0.9633675985123896	reactomeFI.22	-1	Colon - Transverse
Esophagus - Gastroesophageal Junction	19056	53	13462	46	0.0094689145907706	2.736625777323452	reactomeFI.22	1	Esophagus - Gastroesophageal Junction
Esophagus - Mucosa	19056	461	13462	336	0.3006546248948133	1.1199658692671035	reactomeFI.22	1	Esophagus - Mucosa
Esophagus - Muscularis	19056	95	13462	78	0.0127850336467978	1.911878977532436	reactomeFI.22	1	Esophagus - Muscularis
Fallopian Tube	19056	108	13462	59	0.0004240311097775	0.4981446432187737	reactomeFI.22	-1	Fallopian Tube
Heart - Atrial Appendage	19056	147	13462	101	0.5867682930839438	0.9117190525312152	reactomeFI.22	-1	Heart - Atrial Appendage
Heart - Left Ventricle	19056	121	13462	83	0.6173651443113695	0.9070538668219243	reactomeFI.22	-1	Heart - Left Ventricle
Kidney - Cortex	19056	228	13462	158	0.6609175423105594	0.9371961171720644	reactomeFI.22	-1	Kidney - Cortex
Kidney - Medulla	19056	250	13462	179	0.7799871410183994	1.0482709552504366	reactomeFI.22	1	Kidney - Medulla
Liver	19056	496	13462	364	0.1777687816702738	1.1499373024796753	reactomeFI.22	1	Liver
Lung	19056	303	13462	235	0.0074817995540491	1.4438047843315145	reactomeFI.22	1	Lung
Minor Salivary Gland	19056	233	13462	164	0.9423320863125616	0.98750820108069	reactomeFI.22	-1	Minor Salivary Gland
Muscle - Skeletal	19056	335	13462	244	0.397086228227099	1.1163032760853917	reactomeFI.22	1	Muscle - Skeletal
Nerve - Tibial	19056	284	13462	193	0.3249029902128663	0.879583827130741	reactomeFI.22	-1	Nerve - Tibial
Ovary	19056	190	13462	136	0.8106410303600369	1.0470203056125311	reactomeFI.22	1	Ovary
Pancreas	19056	156	13462	106	0.4801142754225836	0.88	reactomeFI.22	-1	Pancreas
Pituitary	19056	384	13462	246	0.0054597851062768	0.7359195704811032	reactomeFI.22	-1	Pituitary
Prostate	19056	127	13462	95	0.3292067946852755	1.235294942769507	reactomeFI.22	1	Prostate
Skin - Not Sun Exposed (Suprapubic)	19056	525	13462	378	0.527569181075271	1.0705114207101367	reactomeFI.22	1	Skin - Not Sun Exposed (Suprapubic)
Skin - Sun Exposed (Lower leg)	19056	539	13462	386	0.6317204442369027	1.0497833680224409	reactomeFI.22	1	Skin - Sun Exposed (Lower leg)
Small Intestine - Terminal Ileum	19056	334	13462	235	0.9036053539524824	0.9861409895431216	reactomeFI.22	-1	Small Intestine - Terminal Ileum
Spleen	19056	661	13462	535	9.635943291738114e-10	1.7960316846369295	reactomeFI.22	1	Spleen
Stomach	19056	147	13462	94	0.0836752200847441	0.7351461671352596	reactomeFI.22	-1	Stomach
Testis	19056	2478	13462	1260	2.6346717340578826e-110	0.3709962753420864	reactomeFI.22	-1	Testis
Thyroid	19056	289	13462	175	0.0002520244739299	0.633121148623044	reactomeFI.22	-1	Thyroid
Uterus	19056	104	13462	80	0.19457356385535	1.387435859114233	reactomeFI.22	1	Uterus
Vagina	19056	269	13462	197	0.3808199651819903	1.1389977802906563	reactomeFI.22	1	Vagina
Whole Blood	19056	565	13462	464	2.563099848162334e-10	1.9414654805994525	reactomeFI.22	1	Whole Blood
Adipose - Subcutaneous	19056	141	17281	133	0.1472088302470803	1.7131079426172149	signalink	1	Adipose - Subcutaneous
Adipose - Visceral (Omentum)	19056	123	17281	114	0.5346655509109384	1.3030426593658375	signalink	1	Adipose - Visceral (Omentum)
Adrenal Gland	19056	166	17281	153	0.592466652869905	1.2107300686235762	signalink	1	Adrenal Gland
Artery - Aorta	19056	261	17281	243	0.198118978569197	1.39215283483977	signalink	1	Artery - Aorta
Artery - Coronary	19056	124	17281	115	0.5350273280962585	1.3145494323404143	signalink	1	Artery - Coronary
Artery - Tibial	19056	222	17281	212	0.0102093253587217	2.1921612279571154	signalink	1	Artery - Tibial
Bladder	19056	46	17281	44	0.3169787281941671	2.262922782386726	signalink	1	Bladder
Brain - Amygdala	19056	66	17281	60	1.0	1.0272341908135416	signalink	1	Brain - Amygdala
Brain - Anterior cingulate cortex (BA24)	19056	231	17281	211	0.8200552504386083	1.0846660808435853	signalink	1	Brain - Anterior cingulate cortex (BA24)
Brain - Caudate (basal ganglia)	19056	184	17281	168	0.8985140661320674	1.079267223748028	signalink	1	Brain - Caudate (basal ganglia)
Brain - Cerebellar Hemisphere	19056	943	17281	850	0.5653337638258131	0.935616717154762	signalink	-1	Brain - Cerebellar Hemisphere
Brain - Cerebellum	19056	898	17281	806	0.3175904418508685	0.8949647027775945	signalink	-1	Brain - Cerebellum
Brain - Cortex	19056	447	17281	406	1.0	1.0175306233062331	signalink	1	Brain - Cortex
Brain - Frontal Cortex (BA9)	19056	595	17281	532	0.2820385800672546	0.8631493754187647	signalink	-1	Brain - Frontal Cortex (BA9)
Brain - Hippocampus	19056	53	17281	45	0.1521244431327938	0.5766636690647482	signalink	-1	Brain - Hippocampus
Brain - Hypothalamus	19056	183	17281	160	0.1256926698944744	0.7118641485285043	signalink	-1	Brain - Hypothalamus
Brain - Nucleus accumbens (basal ganglia)	19056	274	17281	248	0.9164915677068418	0.9794381043133464	signalink	-1	Brain - Nucleus accumbens (basal ganglia)
Brain - Putamen (basal ganglia)	19056	99	17281	89	0.7289876943986683	0.9137098650535131	signalink	-1	Brain - Putamen (basal ganglia)
Brain - Spinal cord (cervical c-1)	19056	287	17281	268	0.1244937441205209	1.4558773940670755	signalink	1	Brain - Spinal cord (cervical c-1)
Brain - Substantia nigra	19056	72	17281	65	0.8389666949235358	0.9535979819437068	signalink	-1	Brain - Substantia nigra
Breast - Mammary Tissue	19056	70	17281	66	0.4089145150541326	1.697444089456869	signalink	1	Breast - Mammary Tissue
Cells - Cultured fibroblasts	19056	413	17281	401	3.285934314797394e-07	3.490141192733017	signalink	1	Cells - Cultured fibroblasts
Cells - EBV-transformed lymphocytes	19056	872	17281	847	2.5345709382349127e-14	3.607764390896921	signalink	1	Cells - EBV-transformed lymphocytes
Cervix - Ectocervix	19056	100	17281	92	0.8623628398859013	1.1821804642503928	signalink	1	Cervix - Ectocervix
Cervix - Endocervix	19056	105	17281	96	1.0	1.09614974299292	signalink	1	Cervix - Endocervix
Colon - Sigmoid	19056	133	17281	124	0.3701339752450566	1.4181707498720963	signalink	1	Colon - Sigmoid
Colon - Transverse	19056	239	17281	218	0.9106759547402504	1.0671154237936165	signalink	1	Colon - Transverse
Esophagus - Gastroesophageal Junction	19056	53	17281	48	1.0	0.986015203388847	signalink	-1	Esophagus - Gastroesophageal Junction
Esophagus - Mucosa	19056	461	17281	425	0.2914977562562888	1.2179556900279491	signalink	1	Esophagus - Mucosa
Esophagus - Muscularis	19056	95	17281	90	0.2149127003141815	1.8532953289511955	signalink	1	Esophagus - Muscularis
Fallopian Tube	19056	108	17281	95	0.3180227519696426	0.7492234287300038	signalink	-1	Fallopian Tube
Heart - Atrial Appendage	19056	147	17281	138	0.2016184630951636	1.5795757257578409	signalink	1	Heart - Atrial Appendage
Heart - Left Ventricle	19056	121	17281	115	0.1151380873863868	1.975173793157016	signalink	1	Heart - Left Ventricle
Kidney - Cortex	19056	228	17281	208	0.9085918000014668	1.0690564048497628	signalink	1	Kidney - Cortex
Kidney - Medulla	19056	250	17281	226	0.8268751871257002	0.9667888204827518	signalink	-1	Kidney - Medulla
Liver	19056	496	17281	462	0.059851242377359	1.4065709998845843	signalink	1	Liver
Lung	19056	303	17281	291	0.000627817376873	2.516347851677457	signalink	1	Lung
Minor Salivary Gland	19056	233	17281	212	1.0	1.037380492064422	signalink	1	Minor Salivary Gland
Muscle - Skeletal	19056	335	17281	316	0.0176060359455174	1.721488513503033	signalink	1	Muscle - Skeletal
Nerve - Tibial	19056	284	17281	262	0.4107513307325144	1.2266664530017253	signalink	1	Nerve - Tibial
Ovary	19056	190	17281	174	0.801583236885605	1.1182045361547903	signalink	1	Ovary
Pancreas	19056	156	17281	137	0.2126805098615259	0.7385490090134342	signalink	-1	Pancreas
Pituitary	19056	384	17281	334	0.0161955899072548	0.6799433528058063	signalink	-1	Pituitary
Prostate	19056	127	17281	104	0.0018187662366743	0.46120317613796	signalink	-1	Prostate
Skin - Not Sun Exposed (Suprapubic)	19056	525	17281	474	0.7604776493336057	0.9533562696215512	signalink	-1	Skin - Not Sun Exposed (Suprapubic)
Skin - Sun Exposed (Lower leg)	19056	539	17281	489	1.0	1.004674845164364	signalink	1	Skin - Sun Exposed (Lower leg)
Small Intestine - Terminal Ileum	19056	334	17281	297	0.2546116664617995	0.8214185688278952	signalink	-1	Small Intestine - Terminal Ileum
Spleen	19056	661	17281	623	0.0008188792677879	1.7095484388724242	signalink	1	Spleen
Stomach	19056	147	17281	128	0.1516818816110211	0.6896691387420337	signalink	-1	Stomach
Testis	19056	2478	17281	2071	1.1352268278893333e-33	0.4576595961211346	signalink	-1	Testis
Thyroid	19056	289	17281	258	0.4136661304408789	0.8526452825683658	signalink	-1	Thyroid
Uterus	19056	104	17281	98	0.3067551833267201	1.6815263147684727	signalink	1	Uterus
Vagina	19056	269	17281	244	1.0	1.0025239185302577	signalink	1	Vagina
Whole Blood	19056	565	17281	538	6.548993522889675e-05	2.080303321896824	signalink	1	Whole Blood
Adipose - Subcutaneous	19056	141	5003	49	0.0266973115780304	1.5009588211546223	signor	1	Adipose - Subcutaneous
Adipose - Visceral (Omentum)	19056	123	5003	36	0.4716731786112045	1.1634859035149223	signor	1	Adipose - Visceral (Omentum)
Adrenal Gland	19056	166	5003	53	0.1102722728323384	1.3208545633324391	signor	1	Adrenal Gland
Artery - Aorta	19056	261	5003	98	6.594698744367134e-05	1.7025571752875182	signor	1	Artery - Aorta
Artery - Coronary	19056	124	5003	46	0.0076014944042401	1.6626319682603723	signor	1	Artery - Coronary
Artery - Tibial	19056	222	5003	92	7.368785265274802e-07	2.0063530849114235	signor	1	Artery - Tibial
Bladder	19056	46	5003	12	1.0	0.9913609202446756	signor	-1	Bladder
Brain - Amygdala	19056	66	5003	15	0.5771410101282974	0.825628567385254	signor	-1	Brain - Amygdala
Brain - Anterior cingulate cortex (BA24)	19056	231	5003	70	0.1753960096111732	1.2244070545307115	signor	1	Brain - Anterior cingulate cortex (BA24)
Brain - Caudate (basal ganglia)	19056	184	5003	48	1.0	0.9912981539740012	signor	-1	Brain - Caudate (basal ganglia)
Brain - Cerebellar Hemisphere	19056	943	5003	235	0.3623072927346538	0.9290026139422894	signor	-1	Brain - Cerebellar Hemisphere
Brain - Cerebellum	19056	898	5003	222	0.294397578957247	0.9188534744903706	signor	-1	Brain - Cerebellum
Brain - Cortex	19056	447	5003	130	0.1739292617104403	1.1559737198663076	signor	1	Brain - Cortex
Brain - Frontal Cortex (BA9)	19056	595	5003	180	0.0260801850269185	1.2264725499551596	signor	1	Brain - Frontal Cortex (BA9)
Brain - Hippocampus	19056	53	5003	12	0.6404647576998641	0.821693682775337	signor	-1	Brain - Hippocampus
Brain - Hypothalamus	19056	183	5003	49	0.8661207003208742	1.0274088780963972	signor	1	Brain - Hypothalamus
Brain - Nucleus accumbens (basal ganglia)	19056	274	5003	70	0.8357890168948172	0.9633301932165528	signor	-1	Brain - Nucleus accumbens (basal ganglia)
Brain - Putamen (basal ganglia)	19056	99	5003	29	0.4927837830813161	1.1646475960709977	signor	1	Brain - Putamen (basal ganglia)
Brain - Spinal cord (cervical c-1)	19056	287	5003	88	0.0911066460875979	1.246468353977415	signor	1	Brain - Spinal cord (cervical c-1)
Brain - Substantia nigra	19056	72	5003	21	0.5917509275412456	1.1572720617753325	signor	1	Brain - Substantia nigra
Breast - Mammary Tissue	19056	70	5003	25	0.0771916940880624	1.5633230659345565	signor	1	Breast - Mammary Tissue
Cells - Cultured fibroblasts	19056	413	5003	175	8.42909541500219e-13	2.103995077732833	signor	1	Cells - Cultured fibroblasts
Cells - EBV-transformed lymphocytes	19056	872	5003	415	2.1719569848513744e-43	2.6910368404686187	signor	1	Cells - EBV-transformed lymphocytes
Cervix - Ectocervix	19056	100	5003	49	1.0581811216525875e-06	2.715563577065869	signor	1	Cervix - Ectocervix
Cervix - Endocervix	19056	105	5003	48	1.759298224030406e-05	2.378628711030857	signor	1	Cervix - Endocervix
Colon - Sigmoid	19056	133	5003	56	6.662346145597031e-05	2.054652038884907	signor	1	Colon - Sigmoid
Colon - Transverse	19056	239	5003	61	0.824812989438892	0.9621440166606796	signor	-1	Colon - Transverse
Esophagus - Gastroesophageal Junction	19056	53	5003	26	0.0004300214759884	2.7137871244762946	signor	1	Esophagus - Gastroesophageal Junction
Esophagus - Mucosa	19056	461	5003	108	0.180278172559213	0.8562822096896006	signor	-1	Esophagus - Mucosa
Esophagus - Muscularis	19056	95	5003	48	4.623910729331622e-07	2.8867810292633704	signor	1	Esophagus - Muscularis
Fallopian Tube	19056	108	5003	31	0.5835454373005518	1.1316776546060536	signor	1	Fallopian Tube
Heart - Atrial Appendage	19056	147	5003	36	0.7066980374691052	0.91035428422181	signor	-1	Heart - Atrial Appendage
Heart - Left Ventricle	19056	121	5003	31	0.9178361344021418	0.967312505586842	signor	-1	Heart - Left Ventricle
Kidney - Cortex	19056	228	5003	39	0.0014037068399281	0.5763145440824732	signor	-1	Kidney - Cortex
Kidney - Medulla	19056	250	5003	67	0.82846752877615	1.0287859464534013	signor	1	Kidney - Medulla
Liver	19056	496	5003	127	0.7567134790471515	0.9658878951381804	signor	-1	Liver
Lung	19056	303	5003	110	9.871767533038784e-05	1.6144455069047563	signor	1	Lung
Minor Salivary Gland	19056	233	5003	60	0.9402920364833685	0.9738767615557236	signor	-1	Minor Salivary Gland
Muscle - Skeletal	19056	335	5003	87	0.9500842618478134	0.9851267421717106	signor	-1	Muscle - Skeletal
Nerve - Tibial	19056	284	5003	80	0.4553600771683292	1.10318512942451	signor	1	Nerve - Tibial
Ovary	19056	190	5003	67	0.0060888698167764	1.5372540881000385	signor	1	Ovary
Pancreas	19056	156	5003	32	0.1198742581188263	0.7231101680066969	signor	-1	Pancreas
Pituitary	19056	384	5003	96	0.5983840125133295	0.9350587595951362	signor	-1	Pituitary
Prostate	19056	127	5003	48	0.0044030692280277	1.7135280818505794	signor	1	Prostate
Skin - Not Sun Exposed (Suprapubic)	19056	525	5003	113	0.0118930908208824	0.7651006611471797	signor	-1	Skin - Not Sun Exposed (Suprapubic)
Skin - Sun Exposed (Lower leg)	19056	539	5003	117	0.0149045015835379	0.7734774663270433	signor	-1	Skin - Sun Exposed (Lower leg)
Small Intestine - Terminal Ileum	19056	334	5003	79	0.286852728856599	0.8681304853379207	signor	-1	Small Intestine - Terminal Ileum
Spleen	19056	661	5003	254	3.1239845028786232e-12	1.79325687601114	signor	1	Spleen
Stomach	19056	147	5003	28	0.0480154812860689	0.6590127106118829	signor	-1	Stomach
Testis	19056	2478	5003	381	1.876802084497216e-43	0.4699833909974625	signor	-1	Testis
Thyroid	19056	289	5003	73	0.7365447388696849	0.9485585230260688	signor	-1	Thyroid
Uterus	19056	104	5003	40	0.0069431510492942	1.761661293572436	signor	1	Uterus
Vagina	19056	269	5003	62	0.2364186003429814	0.8393262722345904	signor	-1	Vagina
Whole Blood	19056	565	5003	240	2.8381602779098107e-17	2.1284064665127023	signor	1	Whole Blood
Adipose - Subcutaneous	19056	141	9428	62	0.2050205295831445	0.8001443410991007	spike	-1	Adipose - Subcutaneous
Adipose - Visceral (Omentum)	19056	123	9428	63	0.7181552446222663	1.0727602776294711	spike	1	Adipose - Visceral (Omentum)
Adrenal Gland	19056	166	9428	77	0.4365026000565922	0.8825625811816077	spike	-1	Adrenal Gland
Artery - Aorta	19056	261	9428	145	0.0531597190510612	1.280835936658408	spike	1	Artery - Aorta
Artery - Coronary	19056	124	9428	64	0.6531416227342316	1.089904599174142	spike	1	Artery - Coronary
Artery - Tibial	19056	222	9428	124	0.0587282716630928	1.29604120237949	spike	1	Artery - Tibial
Bladder	19056	46	9428	19	0.3026402964981235	0.7180634774427951	spike	-1	Bladder
Brain - Amygdala	19056	66	9428	22	0.009341404379957	0.5094620455028706	spike	-1	Brain - Amygdala
Brain - Anterior cingulate cortex (BA24)	19056	231	9428	103	0.1452770344077998	0.8197888739946381	spike	-1	Brain - Anterior cingulate cortex (BA24)
Brain - Caudate (basal ganglia)	19056	184	9428	67	0.0003613532530895	0.5818256687821906	spike	-1	Brain - Caudate (basal ganglia)
Brain - Cerebellar Hemisphere	19056	943	9428	384	3.3407736715063724e-08	0.6888398519185472	spike	-1	Brain - Cerebellar Hemisphere
Brain - Cerebellum	19056	898	9428	360	8.470505507970482e-09	0.6707684032907909	spike	-1	Brain - Cerebellum
Brain - Cortex	19056	447	9428	191	0.0040509958780813	0.7569980107177655	spike	-1	Brain - Cortex
Brain - Frontal Cortex (BA9)	19056	595	9428	260	0.0045832743463115	0.7867013102029121	spike	-1	Brain - Frontal Cortex (BA9)
Brain - Hippocampus	19056	53	9428	12	8.364915369328801e-05	0.2979982178751269	spike	-1	Brain - Hippocampus
Brain - Hypothalamus	19056	183	9428	55	9.8066196501774e-08	0.4355095753760802	spike	-1	Brain - Hypothalamus
Brain - Nucleus accumbens (basal ganglia)	19056	274	9428	98	4.522231144456064e-06	0.5640991912696093	spike	-1	Brain - Nucleus accumbens (basal ganglia)
Brain - Putamen (basal ganglia)	19056	99	9428	36	0.0113819303887776	0.5819542467753711	spike	-1	Brain - Putamen (basal ganglia)
Brain - Spinal cord (cervical c-1)	19056	287	9428	128	0.1081198269326363	0.8196605126124299	spike	-1	Brain - Spinal cord (cervical c-1)
Brain - Substantia nigra	19056	72	9428	27	0.0448094698221578	0.6116157855547282	spike	-1	Brain - Substantia nigra
Breast - Mammary Tissue	19056	70	9428	33	0.7207485087050052	0.910498683888785	spike	-1	Breast - Mammary Tissue
Cells - Cultured fibroblasts	19056	413	9428	274	3.066009059762061e-12	2.043361945794031	spike	1	Cells - Cultured fibroblasts
Cells - EBV-transformed lymphocytes	19056	872	9428	577	3.487368254307797e-24	2.06244664492569	spike	1	Cells - EBV-transformed lymphocytes
Cervix - Ectocervix	19056	100	9428	57	0.1339239208837698	1.355852915848747	spike	1	Cervix - Ectocervix
Cervix - Endocervix	19056	105	9428	54	0.6967355312265626	1.0817530340491222	spike	1	Cervix - Endocervix
Colon - Sigmoid	19056	133	9428	63	0.6638459362125332	0.9185477843032568	spike	-1	Colon - Sigmoid
Colon - Transverse	19056	239	9428	84	8.448085345993245e-06	0.5494172558550596	spike	-1	Colon - Transverse
Esophagus - Gastroesophageal Junction	19056	53	9428	31	0.216169208188463	1.4404306983853647	spike	1	Esophagus - Gastroesophageal Junction
Esophagus - Mucosa	19056	461	9428	187	0.0001075023973237	0.6908272163801907	spike	-1	Esophagus - Mucosa
Esophagus - Muscularis	19056	95	9428	51	0.4131490841935524	1.1846781777463231	spike	1	Esophagus - Muscularis
Fallopian Tube	19056	108	9428	39	0.0066227654580913	0.575451383904384	spike	-1	Fallopian Tube
Heart - Atrial Appendage	19056	147	9428	59	0.0251884060427139	0.6826914679940617	spike	-1	Heart - Atrial Appendage
Heart - Left Ventricle	19056	121	9428	49	0.0550840181846615	0.6933989645899231	spike	-1	Heart - Left Ventricle
Kidney - Cortex	19056	228	9428	82	4.38066610062743e-05	0.5698166969093803	spike	-1	Kidney - Cortex
Kidney - Medulla	19056	250	9428	93	9.652647900639454e-05	0.6009866300035139	spike	-1	Kidney - Medulla
Liver	19056	496	9428	234	0.316850999406732	0.9098383114111924	spike	-1	Liver
Lung	19056	303	9428	158	0.3546733105890799	1.1146925566343042	spike	1	Lung
Minor Salivary Gland	19056	233	9428	96	0.012121840771849	0.7126690674267335	spike	-1	Minor Salivary Gland
Muscle - Skeletal	19056	335	9428	166	1.0	1.003140656164592	spike	1	Muscle - Skeletal
Nerve - Tibial	19056	284	9428	125	0.0640855482309346	0.8001915930277445	spike	-1	Nerve - Tibial
Ovary	19056	190	9428	85	0.1903918234914181	0.8251199013266871	spike	-1	Ovary
Pancreas	19056	156	9428	57	0.0012461551489736	0.585465152000207	spike	-1	Pancreas
Pituitary	19056	384	9428	119	1.3835250546818224e-13	0.4516615083394645	spike	-1	Pituitary
Prostate	19056	127	9428	51	0.0402420506242533	0.6835762756576843	spike	-1	Prostate
Skin - Not Sun Exposed (Suprapubic)	19056	525	9428	200	1.2399070842045473e-07	0.6203861158347505	spike	-1	Skin - Not Sun Exposed (Suprapubic)
Skin - Sun Exposed (Lower leg)	19056	539	9428	200	5.267083137145846e-09	0.5938703931730158	spike	-1	Skin - Sun Exposed (Lower leg)
Small Intestine - Terminal Ileum	19056	334	9428	127	2.537512249907616e-05	0.6214421907778863	spike	-1	Small Intestine - Terminal Ileum
Spleen	19056	661	9428	346	0.1429112495623199	1.1263507443643976	spike	1	Spleen
Stomach	19056	147	9428	53	0.0011798459603638	0.5733923404255319	spike	-1	Stomach
Testis	19056	2478	9428	715	2.2156245741874905e-110	0.3660873669904321	spike	-1	Testis
Thyroid	19056	289	9428	92	1.060703843827502e-09	0.4717571629280684	spike	-1	Thyroid
Uterus	19056	104	9428	47	0.4316486804668185	0.8412618263492652	spike	-1	Uterus
Vagina	19056	269	9428	116	0.0368525800740369	0.7714411652404375	spike	-1	Vagina
Whole Blood	19056	565	9428	311	0.0080430061636225	1.2589244458953983	spike	1	Whole Blood
Adipose - Subcutaneous	19056	141	18690	140	0.5298747089321793	2.754716981132076	string.v12	1	Adipose - Subcutaneous
Adipose - Visceral (Omentum)	19056	123	18690	123	0.1799570330225045	inf	string.v12	1	Adipose - Visceral (Omentum)
Adrenal Gland	19056	166	18690	164	0.774294847778252	1.6111410989960055	string.v12	1	Adrenal Gland
Artery - Aorta	19056	261	18690	256	1.0	1.002668981230335	string.v12	1	Artery - Aorta
Artery - Coronary	19056	124	18690	121	0.5163372648781701	0.7884646453767031	string.v12	-1	Artery - Coronary
Artery - Tibial	19056	222	18690	218	1.0	1.0680489389346035	string.v12	1	Artery - Tibial
Bladder	19056	46	18690	45	0.5906404077108387	0.8809332260659695	string.v12	-1	Bladder
Brain - Amygdala	19056	66	18690	65	1.0	1.2738255033557049	string.v12	1	Brain - Amygdala
Brain - Anterior cingulate cortex (BA24)	19056	231	18690	226	0.6335033745396664	0.8837305025996534	string.v12	-1	Brain - Anterior cingulate cortex (BA24)
Brain - Caudate (basal ganglia)	19056	184	18690	181	1.0	1.1832621967691392	string.v12	1	Brain - Caudate (basal ganglia)
Brain - Cerebellar Hemisphere	19056	943	18690	933	0.0504154290656388	1.870518668694036	string.v12	1	Brain - Cerebellar Hemisphere
Brain - Cerebellum	19056	898	18690	888	0.0797872176398831	1.7758004718570948	string.v12	1	Brain - Cerebellum
Brain - Cortex	19056	447	18690	440	0.7271967331253918	1.236477495107632	string.v12	1	Brain - Cortex
Brain - Frontal Cortex (BA9)	19056	595	18690	587	0.362817196379178	1.4510440258520687	string.v12	1	Brain - Frontal Cortex (BA9)
Brain - Hippocampus	19056	53	18690	52	1.0	1.0183496083270738	string.v12	1	Brain - Hippocampus
Brain - Hypothalamus	19056	183	18690	181	0.5900679829372067	1.7797828083634988	string.v12	1	Brain - Hypothalamus
Brain - Nucleus accumbens (basal ganglia)	19056	274	18690	267	0.3754605751115678	0.7432712215320911	string.v12	-1	Brain - Nucleus accumbens (basal ganglia)
Brain - Putamen (basal ganglia)	19056	99	18690	99	0.2690946435642216	inf	string.v12	1	Brain - Putamen (basal ganglia)
Brain - Spinal cord (cervical c-1)	19056	287	18690	285	0.1869498990908765	2.8182559087204564	string.v12	1	Brain - Spinal cord (cervical c-1)
Brain - Substantia nigra	19056	72	18690	71	1.0	1.391857779687416	string.v12	1	Brain - Substantia nigra
Breast - Mammary Tissue	19056	70	18690	70	0.6468780855883564	inf	string.v12	1	Breast - Mammary Tissue
