	M	N	n	x	P-value	stat	Network
thyroid gland	11042	282	4456	92	0.008091454343565146	0.7096724395774037	bind.v8
tonsil	11042	435	4456	178	0.8033714608301656	1.0246633304409676	bind.v8
urinary bladder	11042	337	4456	117	0.03222059937988429	0.7802614762513357	bind.v8
vagina	11042	234	4456	80	0.05911932439885753	0.763550891521641	bind.v8
adrenal gland	11042	571	10869	558	0.16386241491763112	0.6660549226740673	biogrid.4.4.227
appendix	11042	348	10869	340	0.26627750575534215	0.6660176654952987	biogrid.4.4.227
bone marrow	11042	646	10869	634	0.5123228123250042	0.8310861423220974	biogrid.4.4.227
breast	11042	77	10869	76	1.0	1.2111553784860558	biogrid.4.4.227
bronchus	11042	478	10869	467	0.18475856681136119	0.6611840380346437	biogrid.4.4.227
caudate	11042	504	10869	497	1.0	1.1363285769379097	biogrid.4.4.227
cerebellum	11042	297	10869	291	0.47330179379581516	0.7656929476271507	biogrid.4.4.227
cerebral cortex	11042	497	10869	491	0.7097051349885772	1.3168401104901395	biogrid.4.4.227
cervix	11042	160	10869	155	0.10666698368329473	0.4860929624789994	biogrid.4.4.227
colon	11042	271	10869	264	0.20482827668502795	0.5903414831279046	biogrid.4.4.227
duodenum	11042	679	10869	660	0.015063050921971514	0.5239958550504973	biogrid.4.4.227
endometrium 1	11042	195	10869	187	0.01165373928231185	0.36106300318292456	biogrid.4.4.227
endometrium 2	11042	148	10869	142	0.028868904483068048	0.36844722040955846	biogrid.4.4.227
epididymis	11042	470	10869	452	0.00040838767384973346	0.37364137680927545	biogrid.4.4.227
esophagus	11042	294	10869	286	0.14364483889243645	0.5573797599924407	biogrid.4.4.227
fallopian tube	11042	408	10869	395	0.01328519399234393	0.46415299422746437	biogrid.4.4.227
gallbladder	11042	566	10869	558	1.0	1.116162350887402	biogrid.4.4.227
heart muscle	11042	428	10869	422	1.0	1.1243100092530551	biogrid.4.4.227
hippocampus	11042	460	10869	456	0.33260669870368964	1.850187265917603	biogrid.4.4.227
kidney	11042	424	10869	414	0.16447249214242926	0.64545193687231	biogrid.4.4.227
liver	11042	222	10869	220	0.58854635960903	1.7663630387829843	biogrid.4.4.227
lung	11042	267	10869	265	0.4480088029712736	2.136693700490381	biogrid.4.4.227
lymph node	11042	456	10869	447	0.43899631207964074	0.781551845455127	biogrid.4.4.227
nasopharynx	11042	363	10869	353	0.07989230928713513	0.5471567135793077	biogrid.4.4.227
oral mucosa	11042	238	10869	234	0.7898480780413726	0.9296191819464034	biogrid.4.4.227
ovary	11042	134	10869	131	0.46951615256933876	0.6913143353821319	biogrid.4.4.227
pancreas	11042	198	10869	192	0.13372449941600648	0.5005151259717149	biogrid.4.4.227
parathyroid gland	11042	204	10869	202	0.7737537649751831	1.6191056529483454	biogrid.4.4.227
placenta	11042	412	10869	408	0.4193893042358849	1.6478348150272442	biogrid.4.4.227
prostate	11042	246	10869	243	1.0	1.2958780350084698	biogrid.4.4.227
rectum	11042	489	10869	478	0.19374239944339	0.6774743878006316	biogrid.4.4.227
salivary gland	11042	285	10869	282	0.6321280232344568	1.5093983186927364	biogrid.4.4.227
seminal vesicle	11042	267	10869	260	0.2014513946544908	0.5811777062601834	biogrid.4.4.227
skeletal muscle	11042	403	10869	395	0.4162754274605602	0.777818884857743	biogrid.4.4.227
skin 1	11042	120	10869	118	0.7126985672805439	0.9384243326202214	biogrid.4.4.227
skin 2	11042	281	10869	275	0.4573057913993241	0.7225001573217544	biogrid.4.4.227
small intestine	11042	693	10869	678	0.20318049920864	0.7007751937984497	biogrid.4.4.227
smooth muscle	11042	286	10869	283	0.6321370940004167	1.514893885005353	biogrid.4.4.227
soft tissue 1	11042	93	10869	92	1.0	1.4683121462373574	biogrid.4.4.227
soft tissue 2	11042	112	10869	110	0.695560261469909	0.8741518728506367	biogrid.4.4.227
spleen	11042	400	10869	389	0.06212274182611391	0.5466516308119361	biogrid.4.4.227
stomach 1	11042	632	10869	621	0.7399213358796823	0.8924313391526506	biogrid.4.4.227
stomach 2	11042	605	10869	592	0.23590688974756913	0.7089767292160987	biogrid.4.4.227
testis	11042	867	10869	814	8.83343207077897e-19	0.18329377105166866	biogrid.4.4.227
thyroid gland	11042	282	10869	272	0.013319130017765506	0.41838256110219874	biogrid.4.4.227
tonsil	11042	435	10869	424	0.11085177470346319	0.597832803864398	biogrid.4.4.227
urinary bladder	11042	337	10869	332	1.0	1.0586694505077348	biogrid.4.4.227
vagina	11042	234	10869	230	0.787234564179199	0.9133847166087038	biogrid.4.4.227
adrenal gland	11042	571	8756	415	0.00010388287992508163	0.6793365488366088	bioplex.v3.293T
appendix	11042	348	8756	236	3.698828701615881e-07	0.537667672702884	bioplex.v3.293T
bone marrow	11042	646	8756	455	4.194941019783822e-08	0.6012175408122783	bioplex.v3.293T
breast	11042	77	8756	55	0.0909984131888294	0.6504999425353407	bioplex.v3.293T
bronchus	11042	478	8756	328	2.3890070042939088e-08	0.5541907925961083	bioplex.v3.293T
caudate	11042	504	8756	358	6.254886918825038e-06	0.6248389212043312	bioplex.v3.293T
cerebellum	11042	297	8756	213	0.0017289867819346005	0.653592749285129	bioplex.v3.293T
cerebral cortex	11042	497	8756	348	5.478613227178774e-07	0.5936149017554391	bioplex.v3.293T
cervix	11042	160	8756	110	0.0015589901998854451	0.5689567430025445	bioplex.v3.293T
colon	11042	271	8756	168	4.842210990969296e-11	0.4146042570124943	bioplex.v3.293T
duodenum	11042	679	8756	476	4.9741567685925294e-09	0.589888389138764	bioplex.v3.293T
endometrium 1	11042	195	8756	133	0.0002352687758428084	0.5532690142267679	bioplex.v3.293T
endometrium 2	11042	148	8756	94	8.350710852866001e-06	0.44854921881012855	bioplex.v3.293T
epididymis	11042	470	8756	335	2.597405972297007e-05	0.6338518782409057	bioplex.v3.293T
esophagus	11042	294	8756	229	0.5594079007373682	0.9176444055534005	bioplex.v3.293T
fallopian tube	11042	408	8756	281	5.278957191889374e-07	0.5636578171091445	bioplex.v3.293T
gallbladder	11042	566	8756	422	0.005546299294594438	0.7532097432205423	bioplex.v3.293T
heart muscle	11042	428	8756	307	0.0001529410981227031	0.6501380670997301	bioplex.v3.293T
hippocampus	11042	460	8756	333	0.00032247387322948166	0.6720883295737861	bioplex.v3.293T
kidney	11042	424	8756	289	4.227881540733986e-08	0.5438447305224203	bioplex.v3.293T
liver	11042	222	8756	157	0.0024685436654268015	0.6238596616780127	bioplex.v3.293T
lung	11042	267	8756	190	0.00129244267065388	0.6363272496823746	bioplex.v3.293T
lymph node	11042	456	8756	317	4.606225428896401e-07	0.5802104139653084	bioplex.v3.293T
nasopharynx	11042	363	8756	249	1.272447037750126e-06	0.5576707726763718	bioplex.v3.293T
oral mucosa	11042	238	8756	192	0.6284452257700357	1.0917287736328005	bioplex.v3.293T
ovary	11042	134	8756	98	0.08556934856215312	0.7074382074382074	bioplex.v3.293T
pancreas	11042	198	8756	144	0.026523286585115373	0.6911286576869484	bioplex.v3.293T
parathyroid gland	11042	204	8756	158	0.48672811950260864	0.8948491560221286	bioplex.v3.293T
placenta	11042	412	8756	319	0.3524998039365994	0.8915758926693864	bioplex.v3.293T
prostate	11042	246	8756	175	0.0023858482595502588	0.636232029163678	bioplex.v3.293T
rectum	11042	489	8756	339	1.2504399285529982e-07	0.5735250089105381	bioplex.v3.293T
salivary gland	11042	285	8756	205	0.002944748594134719	0.661077651736639	bioplex.v3.293T
seminal vesicle	11042	267	8756	199	0.055849429019171073	0.7585499316005472	bioplex.v3.293T
skeletal muscle	11042	403	8756	295	0.002625658185892487	0.7031280778473782	bioplex.v3.293T
skin 1	11042	120	8756	92	0.49637209235575913	0.8563184276480675	bioplex.v3.293T
skin 2	11042	281	8756	211	0.08596783334136263	0.7817035860570091	bioplex.v3.293T
small intestine	11042	693	8756	485	2.1291235845786072e-09	0.5858223356863183	bioplex.v3.293T
smooth muscle	11042	286	8756	221	0.41581902904158263	0.8847568834212068	bioplex.v3.293T
soft tissue 1	11042	93	8756	59	0.0004241526554960108	0.4493368233806113	bioplex.v3.293T
soft tissue 2	11042	112	8756	77	0.009370948813072648	0.570595690747782	bioplex.v3.293T
spleen	11042	400	8756	279	4.071357669264882e-06	0.588890502935995	bioplex.v3.293T
stomach 1	11042	632	8756	464	0.00026463908409729857	0.705464819791882	bioplex.v3.293T
stomach 2	11042	605	8756	441	0.00010474332054001843	0.6862429051229779	bioplex.v3.293T
testis	11042	867	8756	535	1.9583854454127415e-35	0.3830148473714833	bioplex.v3.293T
thyroid gland	11042	282	8756	212	0.08690768405165922	0.7855002675227394	bioplex.v3.293T
tonsil	11042	435	8756	300	2.393755763239344e-07	0.565279091769158	bioplex.v3.293T
urinary bladder	11042	337	8756	259	0.27443149924539323	0.8628565738133821	bioplex.v3.293T
vagina	11042	234	8756	182	0.5681512086358249	0.9119430837415442	bioplex.v3.293T
adrenal gland	11042	571	6760	280	1.6690973853692495e-09	0.5926138050994867	bioplex.v3.HCT116
appendix	11042	348	6760	163	3.5825360111564695e-08	0.5471864770636939	bioplex.v3.HCT116
bone marrow	11042	646	6760	348	9.012599214470971e-05	0.7255858352836754	bioplex.v3.HCT116
breast	11042	77	6760	37	0.018969646440092774	0.5836456938866578	bioplex.v3.HCT116
bronchus	11042	478	6760	222	2.584517242091265e-11	0.5340007456408687	bioplex.v3.HCT116
caudate	11042	504	6760	216	1.660601012275197e-17	0.4577475550122249	bioplex.v3.HCT116
cerebellum	11042	297	6760	135	3.0550123561950326e-08	0.5182389937106918	bioplex.v3.HCT116
cerebral cortex	11042	497	6760	212	1.4567385781179672e-17	0.4540633808099969	bioplex.v3.HCT116
cervix	11042	160	6760	85	0.04070932005140399	0.7142971285892634	bioplex.v3.HCT116
colon	11042	271	6760	113	6.916454909693481e-11	0.44372544576119805	bioplex.v3.HCT116
duodenum	11042	679	6760	345	1.4337372371389349e-08	0.6357013175519577	bioplex.v3.HCT116
endometrium 1	11042	195	6760	81	2.7187701874410064e-08	0.4434007612233158	bioplex.v3.HCT116
endometrium 2	11042	148	6760	57	2.103228276691954e-08	0.3916353674670846	bioplex.v3.HCT116
epididymis	11042	470	6760	249	0.00022939439229735878	0.7027362674096256	bioplex.v3.HCT116
esophagus	11042	294	6760	190	0.24902842426285687	1.1617784802716309	bioplex.v3.HCT116
fallopian tube	11042	408	6760	185	4.76019478268713e-11	0.5121417244965814	bioplex.v3.HCT116
gallbladder	11042	566	6760	302	9.529048359030957e-05	0.7117294030425031	bioplex.v3.HCT116
heart muscle	11042	428	6760	223	9.499011697095385e-05	0.6784427853457057	bioplex.v3.HCT116
hippocampus	11042	460	6760	210	5.464135723523415e-12	0.5170809160305343	bioplex.v3.HCT116
kidney	11042	424	6760	172	2.879550455643563e-18	0.41752199766771714	bioplex.v3.HCT116
liver	11042	222	6760	103	7.33430675101599e-06	0.5412751851529255	bioplex.v3.HCT116
lung	11042	267	6760	127	5.6038769805815124e-06	0.5664685231849411	bioplex.v3.HCT116
lymph node	11042	456	6760	241	0.00022552679163413027	0.6993132774680094	bioplex.v3.HCT116
nasopharynx	11042	363	6760	166	1.3106823126430054e-09	0.522017400836632	bioplex.v3.HCT116
oral mucosa	11042	238	6760	153	0.34680597118308026	1.1434236415922507	bioplex.v3.HCT116
ovary	11042	134	6760	60	0.00011343853376511224	0.50923759580476	bioplex.v3.HCT116
pancreas	11042	198	6760	101	0.0032209537905573994	0.654389145455418	bioplex.v3.HCT116
parathyroid gland	11042	204	6760	103	0.00177348655910706	0.6404975333044796	bioplex.v3.HCT116
placenta	11042	412	6760	234	0.0635798724501433	0.8267156094722234	bioplex.v3.HCT116
prostate	11042	246	6760	131	0.011765072961336715	0.7160592128132645	bioplex.v3.HCT116
rectum	11042	489	6760	255	3.464651443643159e-05	0.678137133171722	bioplex.v3.HCT116
salivary gland	11042	285	6760	149	0.0020314792882493845	0.6870834705081549	bioplex.v3.HCT116
seminal vesicle	11042	267	6760	136	0.0005789493172076328	0.6505789726002139	bioplex.v3.HCT116
skeletal muscle	11042	403	6760	218	0.0029838156114286914	0.7379725185289233	bioplex.v3.HCT116
skin 1	11042	120	6760	73	0.9252372622109553	0.9836647162325121	bioplex.v3.HCT116
skin 2	11042	281	6760	174	0.8524722718470468	1.0308612718567565	bioplex.v3.HCT116
small intestine	11042	693	6760	336	2.5215197861150713e-12	0.575049446926965	bioplex.v3.HCT116
smooth muscle	11042	286	6760	152	0.005570737174260616	0.712045101369665	bioplex.v3.HCT116
soft tissue 1	11042	93	6760	43	0.003719493999105015	0.5418371296709841	bioplex.v3.HCT116
soft tissue 2	11042	112	6760	48	8.462893194293923e-05	0.4713200238379023	bioplex.v3.HCT116
spleen	11042	400	6760	206	6.77128973740101e-05	0.6623231582821855	bioplex.v3.HCT116
stomach 1	11042	632	6760	353	0.00482433584055841	0.7904990789084295	bioplex.v3.HCT116
stomach 2	11042	605	6760	338	0.005994975373866007	0.791444904395821	bioplex.v3.HCT116
testis	11042	867	6760	325	7.105488175489876e-49	0.34850348503485035	bioplex.v3.HCT116
thyroid gland	11042	282	6760	154	0.02201765954541779	0.75655180896155	bioplex.v3.HCT116
tonsil	11042	435	6760	225	4.549321446961911e-05	0.6676139468794404	bioplex.v3.HCT116
urinary bladder	11042	337	6760	194	0.17297481231439304	0.8551853264006782	bioplex.v3.HCT116
vagina	11042	234	6760	148	0.5422114631829605	1.0921087803711362	bioplex.v3.HCT116
adrenal gland	11042	571	10468	540	0.7714764143285178	0.9527306282654467	comppi_interactions
appendix	11042	348	10468	330	1.0	1.0054580127572827	comppi_interactions
bone marrow	11042	646	10468	616	0.5835691584801378	1.1337934767898228	comppi_interactions
breast	11042	77	10468	72	0.6005347173642966	0.7881492881877645	comppi_interactions
bronchus	11042	478	10468	433	0.00012176134252927286	0.5072402148037425	comppi_interactions
caudate	11042	504	10468	475	0.5378386822175187	0.8932977221986425	comppi_interactions
cerebellum	11042	297	10468	276	0.14392367543762846	0.7131083202511774	comppi_interactions
cerebral cortex	11042	497	10468	471	0.9178073595723855	0.9930209832180423	comppi_interactions
cervix	11042	160	10468	150	0.47515750871260726	0.819926342314402	comppi_interactions
colon	11042	271	10468	254	0.40467359245791357	0.814787085776155	comppi_interactions
duodenum	11042	679	10468	632	0.04011419347384631	0.7204623917350939	comppi_interactions
endometrium 1	11042	195	10468	170	2.6150466835649224e-05	0.36251699359098855	comppi_interactions
endometrium 2	11042	148	10468	127	2.5172199060627583e-05	0.3234052154852851	comppi_interactions
epididymis	11042	470	10468	422	6.054725360079222e-06	0.46032417545955273	comppi_interactions
esophagus	11042	294	10468	280	0.893749677016894	1.099332548095799	comppi_interactions
fallopian tube	11042	408	10468	364	3.6405163645051126e-06	0.43394155330022316	comppi_interactions
gallbladder	11042	566	10468	529	0.14433267229371985	0.7724769744087583	comppi_interactions
heart muscle	11042	428	10468	402	0.37517653634765386	0.8417368445184857	comppi_interactions
hippocampus	11042	460	10468	438	0.7483363015882667	1.0956947339798786	comppi_interactions
kidney	11042	424	10468	385	0.0004793349241772833	0.5237935392651251	comppi_interactions
liver	11042	222	10468	211	1.0	1.0528774140941441	comppi_interactions
lung	11042	267	10468	257	0.329297840617663	1.4195279600430908	comppi_interactions
lymph node	11042	456	10468	439	0.16170358374908692	1.4342113752470775	comppi_interactions
nasopharynx	11042	363	10468	326	8.985918618793231e-05	0.4665160131537572	comppi_interactions
oral mucosa	11042	238	10468	224	0.5569666956569762	0.8746583365872705	comppi_interactions
ovary	11042	134	10468	125	0.4291294401699248	0.758698851611933	comppi_interactions
pancreas	11042	198	10468	186	0.5192467238442391	0.8472087142579264	comppi_interactions
parathyroid gland	11042	204	10468	191	0.42454623373024675	0.8020224399517968	comppi_interactions
placenta	11042	412	10468	396	0.25761157884506847	1.3711775218427322	comppi_interactions
prostate	11042	246	10468	237	0.311456561405111	1.4542403805427948	comppi_interactions
rectum	11042	489	10468	454	0.05955539130646291	0.698182544437787	comppi_interactions
salivary gland	11042	285	10468	273	0.5871787108723008	1.254095144678764	comppi_interactions
seminal vesicle	11042	267	10468	253	0.8894313051361731	0.990699951052374	comppi_interactions
skeletal muscle	11042	403	10468	376	0.16932637854574856	0.7548039517916648	comppi_interactions
skin 1	11042	120	10468	116	0.5313789958435309	1.596792890262751	comppi_interactions
skin 2	11042	281	10468	270	0.41277295132630953	1.3550785358983044	comppi_interactions
small intestine	11042	693	10468	638	0.0014173069473295962	0.6124516785350966	comppi_interactions
smooth muscle	11042	286	10468	272	1.0	1.067085131424088	comppi_interactions
soft tissue 1	11042	93	10468	86	0.34009880443424223	0.6709689847813524	comppi_interactions
soft tissue 2	11042	112	10468	104	0.38593913106110567	0.709957545349286	comppi_interactions
spleen	11042	400	10468	380	1.0	1.0434179222839017	comppi_interactions
stomach 1	11042	632	10468	592	0.19556040921856066	0.8002430133657351	comppi_interactions
stomach 2	11042	605	10468	565	0.10921272960363762	0.761663132384126	comppi_interactions
testis	11042	867	10468	719	1.4960770035017035e-41	0.21228372695189804	comppi_interactions
thyroid gland	11042	282	10468	268	1.0	1.0509803921568628	comppi_interactions
tonsil	11042	435	10468	417	0.37705375950714953	1.2815308592843166	comppi_interactions
urinary bladder	11042	337	10468	319	0.9005347613428782	0.9708893049123614	comppi_interactions
vagina	11042	234	10468	225	0.45493997774796247	1.3789905301181296	comppi_interactions
adrenal gland	11042	571	10546	547	0.8355175119466154	1.0758742540920758	consensus_db.v35
appendix	11042	348	10546	338	0.14911144750636324	1.6092084639498432	consensus_db.v35
bone marrow	11042	646	10546	626	0.07824131472260404	1.5018951612903226	consensus_db.v35
breast	11042	77	10546	73	0.778329840975943	0.857347464909768	consensus_db.v35
bronchus	11042	478	10546	438	0.00015590685510242562	0.493984962406015	consensus_db.v35
caudate	11042	504	10546	482	1.0	1.0318868333574216	consensus_db.v35
cerebellum	11042	297	10546	281	0.47542215356034534	0.8212372138334145	consensus_db.v35
cerebral cortex	11042	497	10546	475	1.0	1.016194112708858	consensus_db.v35
cervix	11042	160	10546	155	0.5616644932880672	1.4648253296121643	consensus_db.v35
colon	11042	271	10546	262	0.45592411470991456	1.3785600069147328	consensus_db.v35
duodenum	11042	679	10546	638	0.05489912930720425	0.7145986982679677	consensus_db.v35
endometrium 1	11042	195	10546	172	2.1210621193678675e-05	0.34096948055758125	consensus_db.v35
endometrium 2	11042	148	10546	128	9.833503241119944e-06	0.2924169706277596	consensus_db.v35
epididymis	11042	470	10546	430	8.943602613376855e-05	0.4845788849347568	consensus_db.v35
esophagus	11042	294	10546	282	0.8862417136838683	1.108144972720187	consensus_db.v35
fallopian tube	11042	408	10546	369	7.531493656548121e-06	0.42487207201759625	consensus_db.v35
gallbladder	11042	566	10546	538	0.601641896191901	0.8985097636176773	consensus_db.v35
heart muscle	11042	428	10546	406	0.4754104681592278	0.8626681011296395	consensus_db.v35
hippocampus	11042	460	10546	443	0.4893495502056713	1.2354920786487416	consensus_db.v35
kidney	11042	424	10546	390	0.0010775331478382868	0.5218010796283854	consensus_db.v35
liver	11042	222	10546	214	0.6246197569403914	1.2634533488192026	consensus_db.v35
lung	11042	267	10546	260	0.17556129149507765	1.7657842837698954	consensus_db.v35
lymph node	11042	456	10546	443	0.10430262111365327	1.6291352911168808	consensus_db.v35
nasopharynx	11042	363	10546	331	0.0002492577245007807	0.46984826235927557	consensus_db.v35
oral mucosa	11042	238	10546	227	0.8739756944326593	0.9699230897990467	consensus_db.v35
ovary	11042	134	10546	126	0.39643578383191785	0.737619961612284	consensus_db.v35
pancreas	11042	198	10546	191	0.7272737913323016	1.288528661102297	consensus_db.v35
parathyroid gland	11042	204	10546	195	1.0	1.0193862106720768	consensus_db.v35
placenta	11042	412	10546	399	0.22397552205495985	1.4609623155006026	consensus_db.v35
prostate	11042	246	10546	238	0.43543808894615543	1.408420644159876	consensus_db.v35
rectum	11042	489	10546	463	0.37046125559799176	0.8300719413483472	consensus_db.v35
salivary gland	11042	285	10546	277	0.19196989750656562	1.6454377251923265	consensus_db.v35
seminal vesicle	11042	267	10546	257	0.6544225126567528	1.2139372145009233	consensus_db.v35
skeletal muscle	11042	403	10546	380	0.22052618266923596	0.7687175495470836	consensus_db.v35
skin 1	11042	120	10546	118	0.17969938824824816	2.7949750671269658	consensus_db.v35
skin 2	11042	281	10546	273	0.24030357083294973	1.6210454589701158	consensus_db.v35
small intestine	11042	693	10546	647	0.0076733565827826105	0.6393926483571024	consensus_db.v35
smooth muscle	11042	286	10546	272	0.665342648084107	0.9114825217608944	consensus_db.v35
soft tissue 1	11042	93	10546	91	0.44479799559160177	2.1498804399808704	consensus_db.v35
soft tissue 2	11042	112	10546	106	0.642379959857605	0.8291826309067688	consensus_db.v35
spleen	11042	400	10546	388	0.17458557374156558	1.540591980048566	consensus_db.v35
stomach 1	11042	632	10546	600	0.4878558383354385	0.8747235069374623	consensus_db.v35
stomach 2	11042	605	10546	575	0.544677134097428	0.8957643833784642	consensus_db.v35
testis	11042	867	10546	746	2.7740365434066465e-31	0.23591668072187552	consensus_db.v35
thyroid gland	11042	282	10546	268	0.6614907596028777	0.8977288521947016	consensus_db.v35
tonsil	11042	435	10546	422	0.15460097046717436	1.5486885694313588	consensus_db.v35
urinary bladder	11042	337	10546	325	0.5031919425771976	1.2824902977529922	consensus_db.v35
vagina	11042	234	10546	227	0.3371289829912526	1.536735287195603	consensus_db.v35
adrenal gland	11042	571	2383	76	2.7077712297362253e-07	0.5433301370882645	dip.PC
appendix	11042	348	2383	74	0.9472183813232244	0.9807544581185017	dip.PC
bone marrow	11042	646	2383	186	8.670161889683992e-06	1.508988541687281	dip.PC
breast	11042	77	2383	13	0.4035879083010282	0.7366495253164557	dip.PC
bronchus	11042	478	2383	59	1.4307593907187008e-07	0.49926264895928757	dip.PC
caudate	11042	504	2383	85	0.0077676562313273925	0.7274147281749618	dip.PC
cerebellum	11042	297	2383	56	0.28326310604341154	0.8405886517108382	dip.PC
cerebral cortex	11042	497	2383	75	0.00022346252169183888	0.6342815428716929	dip.PC
cervix	11042	160	2383	16	0.00014268717369641696	0.39970896117917665	dip.PC
colon	11042	271	2383	44	0.030060409727304616	0.6987586471872275	dip.PC
duodenum	11042	679	2383	77	1.0109661985497734e-12	0.44689788015087034	dip.PC
endometrium 1	11042	195	2383	17	2.4140861605622165e-06	0.34234283434802015	dip.PC
endometrium 2	11042	148	2383	9	3.0037562446173497e-07	0.23237349463310564	dip.PC
epididymis	11042	470	2383	53	3.889428459312299e-09	0.449589856012186	dip.PC
esophagus	11042	294	2383	60	0.6666201898453845	0.9299424925770169	dip.PC
fallopian tube	11042	408	2383	47	1.0832963506783728e-07	0.4624781808522749	dip.PC
gallbladder	11042	566	2383	76	4.2996588131520395e-07	0.549210477428943	dip.PC
heart muscle	11042	428	2383	71	0.00989517989799429	0.7141427505258159	dip.PC
hippocampus	11042	460	2383	74	0.0031001952329203553	0.6868841680560636	dip.PC
kidney	11042	424	2383	53	1.2732644541461119e-06	0.5081545064377683	dip.PC
liver	11042	222	2383	17	2.188184425970345e-08	0.29630744490031546	dip.PC
lung	11042	267	2383	61	0.5985922591805076	1.0779814020387513	dip.PC
lymph node	11042	456	2383	145	2.626107518440591e-07	1.7391216893815964	dip.PC
nasopharynx	11042	363	2383	47	2.2748885329871148e-05	0.5312025858331888	dip.PC
oral mucosa	11042	238	2383	50	0.8736660136165009	0.9656774676017547	dip.PC
ovary	11042	134	2383	19	0.03466662456492707	0.5971308761862724	dip.PC
pancreas	11042	198	2383	23	0.0003258281804259625	0.47247457627118644	dip.PC
parathyroid gland	11042	204	2383	31	0.025277460446649223	0.6465190122291691	dip.PC
placenta	11042	412	2383	82	0.4277206683777919	0.8994481977532826	dip.PC
prostate	11042	246	2383	35	0.0036706106885625524	0.596817297367125	dip.PC
rectum	11042	489	2383	71	6.24419166662016e-05	0.6054442393337859	dip.PC
salivary gland	11042	285	2383	29	3.865760039927326e-07	0.40437652665675444	dip.PC
seminal vesicle	11042	267	2383	43	0.028724930566723695	0.6919738247863247	dip.PC
skeletal muscle	11042	403	2383	52	6.1811227280476975e-06	0.5280200835756391	dip.PC
skin 1	11042	120	2383	18	0.0933298292165527	0.6385026737967915	dip.PC
skin 2	11042	281	2383	38	0.0006882527486932591	0.5612291277299569	dip.PC
small intestine	11042	693	2383	73	6.197347812876811e-15	0.4097521295908393	dip.PC
smooth muscle	11042	286	2383	43	0.005570172516438163	0.6364320635925574	dip.PC
soft tissue 1	11042	93	2383	15	0.25369483424726447	0.6968717515592515	dip.PC
soft tissue 2	11042	112	2383	22	0.728996504172825	0.8871852793072615	dip.PC
spleen	11042	400	2383	116	0.00039990049270103185	1.5089433823940555	dip.PC
stomach 1	11042	632	2383	94	1.395969427842559e-05	0.6198823856134317	dip.PC
stomach 2	11042	605	2383	85	1.618224321916272e-06	0.5789440650733079	dip.PC
testis	11042	867	2383	92	1.8860654634775218e-18	0.40851466467664493	dip.PC
thyroid gland	11042	282	2383	45	0.01890705039776601	0.6839666056675077	dip.PC
tonsil	11042	435	2383	128	8.373085871276382e-05	1.54424261684133	dip.PC
urinary bladder	11042	337	2383	75	0.7371682199327354	1.0414737322555465	dip.PC
vagina	11042	234	2383	48	0.7481698103911502	0.9364371071354562	dip.PC
adrenal gland	11042	571	10615	548	0.823304602418961	0.9561675901892106	funcoup
appendix	11042	348	10615	333	0.6702756111264874	0.8895545613693834	funcoup
bone marrow	11042	646	10615	633	0.008433945259741336	2.019496632399858	funcoup
breast	11042	77	10615	75	0.7706855986793386	1.5120967741935485	funcoup
bronchus	11042	478	10615	441	4.9645509832394736e-05	0.4568879868663631	funcoup
caudate	11042	504	10615	481	0.406521907233449	0.8337151732008478	funcoup
cerebellum	11042	297	10615	277	0.014120808685384015	0.5452650415941188	funcoup
cerebral cortex	11042	497	10615	477	0.8117526996277533	0.9574817518248175	funcoup
cervix	11042	160	10615	141	1.2943258457123641e-05	0.28907671125493706	funcoup
colon	11042	271	10615	258	0.4222586521940844	0.7933096159416523	funcoup
duodenum	11042	679	10615	648	0.30546124737016905	0.8305084197205618	funcoup
endometrium 1	11042	195	10615	175	6.581555790270245e-05	0.34111590038314177	funcoup
endometrium 2	11042	148	10615	135	0.007624343530384278	0.4102319436288902	funcoup
epididymis	11042	470	10615	439	0.003214597386605675	0.5510879488740109	funcoup
esophagus	11042	294	10615	280	0.4404587115514683	0.799225931301403	funcoup
fallopian tube	11042	408	10615	372	4.467986558326019e-06	0.3944482410752058	funcoup
gallbladder	11042	566	10615	546	0.822450928328306	1.1034958784387725	funcoup
heart muscle	11042	428	10615	402	0.0208267558785079	0.6070769532044378	funcoup
hippocampus	11042	460	10615	442	0.9017765709021679	0.9872429197112181	funcoup
kidney	11042	424	10615	399	0.038307344439404103	0.6280266249021144	funcoup
liver	11042	222	10615	217	0.28791344603068664	1.761377187920754	funcoup
lung	11042	267	10615	262	0.10544681490422818	2.135883318844779	funcoup
lymph node	11042	456	10615	446	0.06177250857651239	1.8289113973842068	funcoup
nasopharynx	11042	363	10615	332	3.6735370234652296e-05	0.4124314167134607	funcoup
oral mucosa	11042	238	10615	228	0.7332095396189098	0.9153364782901704	funcoup
ovary	11042	134	10615	127	0.3656162997431403	0.7265446224256293	funcoup
pancreas	11042	198	10615	189	0.5750437428963174	0.8419336274697871	funcoup
parathyroid gland	11042	204	10615	192	0.13925879230780513	0.6370526719754389	funcoup
placenta	11042	412	10615	388	0.0489727171605643	0.6370555066653629	funcoup
prostate	11042	246	10615	236	0.8663432324680284	0.9481838327391849	funcoup
rectum	11042	489	10615	464	0.14890431749925845	0.7350132991823466	funcoup
salivary gland	11042	285	10615	269	0.11958579733620452	0.6678849313744443	funcoup
seminal vesicle	11042	267	10615	260	0.33721929402425777	1.5065185900531144	funcoup
skeletal muscle	11042	403	10615	385	0.5093717239243762	0.8551373954599761	funcoup
